Account CSN,Account Name,Tier Global Helix,Partner Flag,Partner Incentive Type
2266986,Credit Agricole Alpes Provence,Tier 2b,0,Reseller
2267030,EDF Production Transport,Tier 2b,0,Reseller
2267070,Elektrownia Polaniec S.A. - Grupa GDF Suez Energia Polska,Tier 3d,0,Reseller
2267183,Glasurit do Brasil Ltda,Tier 5,0,Reseller
2267184,GUADALTEL SA,Tier 5,0,Reseller
2267186,I & T- Informatica & Telecomunicazioni S.p.A.,Tier 5,0,Reseller
2267395,Kovair Software Incorporated,Tier 5,1,Reseller
2269323,generationE Consulting LLC dba gen-E,Tier 5,0,
2270286,BlueSpace Federal Corp,Tier 5,0,Reseller
2271041,Netop Solutions A/S,Tier 5,1,Reseller
2271469,Online Business Systems,Tier 4,0,Reseller
2271724,Manulife Asset Management (US) LLC,Tier 2b,0,Reseller
2271920,CSC Brasil Sistemas Ltda,Tier 5,1,Reseller
2273150,Aptare Incorporated,Tier 5,0,Reseller
2273384,SolveDirect Service Management Incorporated,Tier 5,0,Reseller
2273391,Infoblox Incorporated,Tier 5,0,Reseller
2273544,UniCredit Business Integrated Solutions Austria GmbH,Tier 2a,0,Reseller
2273552,Parametric Technology Corporation,Tier 4,0,Reseller
2273624,BeyondTrust Corporation,Tier 5,0,Reseller
2274774,Kuwait Ministry of Interior,Tier 5,0,
2276161,MajorKey Technologies LLC (India),Tier 3a,1,Reseller; VAR Sell To
2276298,ATOS International BV,GOSI,0,Reseller
2282619,Amports Incorporated,Tier 5,0,Reseller
2283333,Fidelity National Info Services AKA Certegy Check Services,Tier 2b,0,Reseller
2286484,BMC OnDemand Operations,Tier 4,0,Reseller
2288661,PlumChoice Incorporated,Tier 5,0,Reseller
2294272,SK C&C Co Ltd,Tier 5,0,Reseller
2294826,Health Care Consulting Services Incorporated,Tier 5,0,Reseller
2295111,Foxconn Technology Group,Tier 5,0,Reseller
2295566,Partnerpedia Solutions Incorporated,Tier 5,0,Reseller
2295585,Singapore Investment Corporation Pvt Ltd,Tier 5,0,Reseller
2295714,Deloitte AB,Tier 2b,0,Reseller
2295772,Faktor TS OOO,Tier 5,0,Reseller
2296763,Wipro Limited,GOSI,1,Reseller
2297318,GIE IT-CE,Tier 2b,0,Reseller
2297335,Palo Alto Networks Incorporated,Tier 2b,0,Reseller
2297556,BMC Software Ltd,Tier 4,0,Reseller
2297597,IBM Global Services/Royal Bank of Scotland Group PLC,Tier 2b,0,Reseller
2297846,Harrison Consulting LLC,Tier 5,0,Reseller
2298121,ISL Online Ltd,Tier 5,0,Reseller
2298362,Sheraton Columbia Town Center Hotel,Tier 5,0,Reseller
2298541,Trapezoid Digital Security Services LLC,Tier 5,0,Reseller
2300158,US Air Force AF-IPPS PMO,Tier 3c,0,Reseller
2300167,SCM Solutions Incorporated,Tier 5,0,Reseller
2300696,Softex Incorporated,Tier 5,0,Reseller
2300716,The Digitrust Group LLC,Tier 5,0,Reseller
2301015,Transform IT Incorporated,Tier 5,0,Reseller
2301334,St Francis Health Center of Kansas,Tier 4,0,Reseller
2301429,Scotiabank,Tier 2b,0,
2301482,Onelogin Incorporated,Tier 5,1,Reseller
2304745,M/S Puruhoothika Computer & Semiconductor,Tier 5,0,Reseller
2304750,Xtraction Solutions Incorporated,Tier 5,0,Reseller
2306632,CDNetworks Incorporated,Tier 5,0,Reseller
2311463,SnapLogic Incorporated,Tier 5,0,Reseller
2322581,Westbury USA,Tier 5,0,Reseller
2322617,agosense GmbH,Tier 5,0,Reseller
2322623,Hitachi,Tier 2b,0,Reseller
2322665,Verizon Sourcing LLC,Tier 2c,0,
2322706,LiveXchange Corporation,Tier 5,0,Reseller
2322833,Metavante Ltd,Tier 3b,0,Reseller
2323623,Abiquo Incorporated,Tier 5,0,Reseller
2353093,TCS Colombia,GOSI,0,
2323992,Allgress Incorporated,Tier 5,0,Reseller
2324375,Inquinox LLC,Tier 5,0,Reseller
2324827,Cheng Shang Lian Meng,Tier 5,0,Reseller
2325278,Vishay Bccomponents Beyschlag GmbH,Tier 5,0,Reseller
2325959,Kaseya International Ltd,Tier 4,0,Reseller
2325961,Concorde Solutions Ltd,Tier 5,0,Reseller
2326048,S4 Incorporated,Tier 5,0,Reseller
2326098,66Controls B.V.,Tier 5,0,Reseller
2326309,Superna,Tier 5,0,Reseller
2326436,NongHyup,Tier 5,0,Reseller
2329482,Cloud Cruiser Incorporated,Tier 5,0,Reseller
2330178,Capriza Incorporated,Tier 5,0,Reseller
2330363,Embrane Incorporated,Tier 5,0,Reseller
2330371,PT Infracom Technology,Tier 5,0,
2330417,Aptean Incorporated,Tier 5,0,Reseller
2330608,Co-operators Life Insurance Company,Tier 3b,0,
2330682,"Accurev, Incorporated",Tier 5,0,Reseller
690495,Yamanouchi Europe B.V.,Tier 3b,0,Reseller
690568,AKS Informationssystemer A/S,Tier 5,0,Reseller
691938,"BMC Software, France SAS",Tier 4,0,Reseller
694628,ARES,Tier 5,0,Reseller
696690,COMPAÃƒÆ’Ã‚â€˜IA CERVECERA DE CANARIAS,Tier 5,0,Reseller
696697,"Empresa Municipal de Aguas y Saneamiento de Murcia, S.A. (EMUASA)",Tier 5,0,Reseller
697757,"Schindler, S.A.",Tier 3b,0,Reseller
698122,"Page Iberica, S.A.",Tier 5,0,Reseller
698453,"MARITIMA VALENCIANA, S.A.",Tier 5,0,Reseller
698632,JUNTA CASTILLA LA MANCHA - SESCAN - CONSEJERÃƒÆ’Ã‚ï¿½A DE SANIDAD,Tier 4,0,
698786,Inter Partner Assistance,Tier 2b,0,Reseller
699077,"Grupo Tompla Sobre Expres, S.L.",Tier 5,0,Reseller
700490,SAINT-GOBAIN GLASS DEUTSCHLAND GmbH,Tier 3b,0,Reseller
700521,Bergische UniversitÃƒÆ’Ã‚Â¤t Wuppertal,Tier 5,0,Reseller
700571,Union Investment Gesellschaft mbH,Tier 2b,0,
701049,StÃƒÆ’Ã‚Â¤dtische Werke Magdeburg GmbH,Tier 5,0,Reseller
701222,Stadtsparkasse Hannover,Tier 5,0,Reseller
701684,SAACKE GmbH & Co. KG,Tier 5,0,Reseller
701806,SchÃ¼co International KG,Tier 4,0,
702288,PROCON GmbH,Tier 5,0,Reseller
702305,Pius-Hospital Oldenburg,Tier 5,0,Reseller
702428,BDL GmbH,Tier 5,0,Reseller
703002,Ministerium fÃ¼r Justiz und Gleichstellung des Landes Sachsen-Anhalt,Tier 4,0,
703042,AuswÃƒÆ’Ã‚Â¤rtiges Amt,Tier 5,0,Reseller
703357,MAN Roland Druckmaschinen AG,Tier 1,0,Reseller
703601,Landesversicherungsanstalt Brandenburg,Tier 5,0,Reseller
703823,ThyssenKrupp Federn GmbH,Tier 2b,0,Reseller
703826,Polysius AG,Tier 2b,0,Reseller
756665,CMP Media LLC,Tier 4,0,Reseller
759403,Aubert et Duval,Tier 5,0,Reseller
767147,Serco Solutions Ltd,Tier 3a,0,Reseller
770092,Marconi Integrated Systems Incorporated,Tier 3b,0,Reseller
780847,TISCALI TELECOM,Tier 5,0,Reseller
781104,International Petroleum Exchange of London Limited,Tier 3b,0,Reseller
781299,Mercer Human Resource Consulting LLC,Tier 2b,0,Reseller
781482,"GE Capital Bank, a. s.",Tier 3d,0,Reseller
781604,Bundesstelle fÃƒÆ’Ã‚Â¼r Fernmeldestatistik,Tier 5,0,Reseller
781647,AVA Allgemeine Handelsgesellschaft der Verbraucher AG,Tier 3b,0,Reseller
781962,Virginia Hospital Center-Arlington,Tier 2b,0,Reseller
782112,Campbell Soup Company,Tier 4,0,Reseller
782156,ptecs gmbh,Tier 5,0,Reseller
782363,GMA Systems CC,Tier 3d,0,Reseller
782578,LA CALHENE,Tier 2b,0,Reseller
782752,Syntegra Ltd,Tier 2c,0,Reseller
782754,Software Spectrum,Tier 5,0,Reseller
782755,Aerosystems Oy,Tier 2b,0,Reseller
782758,KFH Bahrain,Tier 5,0,Reseller
782759,INSTITUT CL. REGAUD,Tier 5,0,Reseller
782761,EADS MULTICOMS,Tier 2a,0,Reseller
782765,Hyphen (PTY) Limited,Tier 3d,0,Reseller
782766,Merck Sharp & Dohme Limited,Tier 2b,0,Reseller
782913,Accel GmbH,Tier 5,0,Reseller
782923,Triangle Computer Services Ltd,Tier 5,0,Reseller
782934,Redflex Traffic Systems Incorporated,Tier 5,0,Reseller
783123,Credit Lyonnais Senegal,Tier 3d,0,Reseller
783262,System Management ARTS Incorporated,GOSI,0,Reseller
783280,Alcatel Space,Tier 2c,0,Reseller
783287,HÃƒÆ’Ã‚Â¶rmann Logistik GmbH,Tier 5,0,Reseller
783294,Hewlett-Packard Services EMEA,Tier 2b,0,Reseller
783297,GIE SIG,Tier 2b,0,Reseller
783589,SODIFRANCE ISL,Tier 5,0,
783668,Ottakar's plc,Tier 5,0,Reseller
783744,Hewlett Packard Nederland B.V.,Tier 2b,0,Reseller
783761,Jabil Global Services Incorporated,Tier 2b,0,Reseller
783783,INFONIQA Informationstechnik GmbH,Tier 5,0,Reseller
783784,SODEXHO ALLIANCE,Tier 2b,0,Reseller
783787,"BURBERRY SPAIN, S.A.",Tier 2a,0,Reseller
783788,First American Bank SSB,Tier 1,0,Reseller
783797,Genuity Managed Services LLC,Tier 2c,0,Reseller
783803,Marketing and Planning Systems Incorporated,Tier 5,0,Reseller
783805,United States Department of Agriculture Food Safety and Inspection Service,Tier 3c,0,
783983,Dicarta Incorporated,Tier 5,0,Reseller
784073,CSF Group plc,Tier 5,0,Reseller
784101,Musgrave SuperValu Centra,Tier 5,0,Reseller
784997,MusicMatch Incorporated,Tier 2c,0,Reseller
785041,SEEE INGENIERIE ET SYSTEMES,Tier 2b,0,Reseller
785346,Bombardier Transportation GmbH,Tier 4,0,Reseller
785511,Attention Software Incorporated,Tier 5,0,Reseller
786048,Brocom Automatisering B.V.,Tier 3b,0,Reseller
786057,Tradeteam Limited,Tier 2a,0,Reseller
786069,Infodemic B.V.,Tier 4,0,Reseller; VAR Sell To
786387,UPS Mail Technologies,Tier 2b,0,Reseller
786532,Arvato Systems Global 24,Tier 3b,0,Reseller
786669,Jefferson Regional Medical Center,Tier 5,0,Reseller
786678,Kable News Company,Tier 5,0,Reseller
786932,Southern Connecticut Gas Company,Tier 1,0,Reseller
786942,ASR Verzekeringsgroep N.V.,Tier 2b,0,Reseller
786947,ADT Fire & Security plc,Tier 2b,0,Reseller
786948,IP LABEL,Tier 5,0,Reseller
786952,HOPITAL LOUIS MOURIER - APHP,Tier 3b,0,Reseller
786959,Consul Risk Management Incorporated,Tier 5,0,Reseller
787017,SANEF,Tier 5,0,Reseller
787153,GE Commercial Distribution Finance Corporation,Tier 2b,0,Reseller
787612,SPIE TRINDEL,Tier 3b,0,Reseller
787875,Abbey National Group plc,Tier 2b,0,Reseller
787876,BT Global Services,Tier 2c,0,Reseller
788064,GRUPO ANTOLIN,Tier 4,0,
788304,Clariden Bank,Tier 2b,0,Reseller
788636,Varco International Incorporated,Tier 4,0,Reseller
788656,"Hewlett-Packard EspaÃƒÆ’Ã‚Â±ola, S.L.",Tier 2b,0,Reseller
788782,Adaptive Architecture Incorporated,Tier 5,0,Reseller
788835,Atos Origin Telco Services B.V.,GOSI,0,Reseller
788993,SDC Drift A/S,Tier 5,0,Reseller
789056,OM Technology Incorporated,Tier 2a,0,Reseller
789105,ThyssenKrupp Budd Company,Tier 3b,0,Reseller
789108,Royal & Sun Alliance Insurance plc,Tier 3b,0,Reseller
789129,Royal & Sun Alliance Insurance plc,Tier 3b,0,Reseller
789137,Royal & Sun Alliance Insurance plc,Tier 3b,0,Reseller
789188,Royal & Sun Alliance Insurance plc,Tier 3b,0,Reseller
789193,Bayerische Beamten Lebensversicherung a.G.,Tier 5,0,Reseller
789203,Elefanten GmbH,Tier 5,0,Reseller
789833,GEAC Enterprise Solutions Limited,Tier 5,0,Reseller
789845,KALIX,Tier 5,0,Reseller
789851,Bv Solutions Group Incorporated,Tier 4,0,Reseller
790021,ERGO Latvija AAS,Tier 5,0,Reseller
558059,General Electric Capital Auto Financial Services,Tier 2b,0,Reseller
558068,Enterprise Information Systems,Tier 3c,0,Reseller
558070,Impress Metal,Tier 5,0,Reseller
558071,Euromaster,Tier 5,0,Reseller
558072,EDS Danmark A/S,GOSI,0,Reseller
558084,InformationsmÃƒÆ’Ã‚Â¦glerne ApS,Tier 5,0,Reseller
558088,Matra Systemes & Information,Tier 5,0,Reseller
558089,OnDigital plc,Tier 5,0,Reseller
558099,Northern Life Insurance Company Incorporated,Tier 5,0,Reseller
558106,Sage IT Partners Incorporated,Tier 5,0,Reseller
558110,Dli - Dansk LÃƒÆ’Ã‚Â¦gemiddelinformation A/S,Tier 5,0,Reseller
558129,DSIA,Tier 5,0,Reseller
558148,SHL Systemhouse - Alberta Registries,GOSI,0,Reseller
558187,Acceptance Insurance Company,Tier 5,0,Reseller
558201,Key Technology Incorporated,Tier 5,0,Reseller
558220,PacifiCare Health Systems Incorporated,Tier 2b,0,Reseller
558225,Packard Bell NEC,Tier 2b,0,Reseller
558226,Packard Bell NEC,Tier 2b,0,Reseller
558237,Pharmacia & UpJohn Incorporated,Tier 2b,0,Reseller
558240,Pharmacy Corporation of America,Tier 2b,0,Reseller
558248,Aerojet General Corporation,Tier 4,0,Reseller
558250,Aerojet General Corporation,Tier 4,0,Reseller
558256,Pinellas County School Board,Tier 3b,0,Reseller
558264,Fairchild Aerospace Fasteners,Tier 4,0,Reseller
558266,Alton-Ochsner Medical Foundation,Tier 5,0,Reseller
558268,American Annuities Group,Tier 5,0,Reseller
558269,Prime Tanning,Tier 5,0,Reseller
558289,Resources Trust Company,Tier 2b,0,
558308,Sara Lee Sock Company Incorporated,Tier 2b,0,Reseller
558313,Schlumberger Oilfield Services,Tier 2b,0,Reseller
558328,Sheboygen County,Tier 5,0,Reseller
558335,The Minute Maid Company,Tier 2b,0,Reseller
558345,Starkist Foods,Tier 4,0,Reseller
558349,Summit Service Corporation,Tier 1,0,Reseller
558357,Galaxy Latin America,Tier 2c,0,Reseller
558383,The Chickering Group Limited Incorporated,Tier 2b,0,Reseller
558398,Thyssen Incorporated North America,Tier 3b,0,Reseller
558405,New York Power Pool,Tier 3c,0,Reseller
558406,Titan Insurance Company,GOSI,0,Reseller
558408,Tower Automotive Products Company,Tier 5,0,Reseller
558427,Hyster-Yale Group Inc,Tier 5,0,Reseller
558428,Nabors Corporate Services Incorporated,Tier 4,0,Reseller
558434,Mississippi Chemical Corporation,Tier 5,0,Reseller
558439,US West New Vector Group,Tier 2c,0,Reseller
558461,United Distillers N A,Tier 3b,0,Reseller
558467,The Marmaxx Group,Tier 2b,0,Reseller
558492,Infinium Software Incorporated,Tier 5,0,Reseller
558493,ITT Fluid Technology Corporation,Tier 2b,0,Reseller
558495,J E Morgan Knitting Mills,Tier 2b,0,Reseller
558497,Haldor TopsÃƒÆ’Ã‚Â¸e A/S,Tier 5,0,Reseller
558511,Vista United Telecommunications,Tier 5,0,Reseller
558521,Ward Machinery Company,Tier 5,0,Reseller
558527,Waterville T G Incorporated,Tier 4,0,Reseller
558547,Food Ingredient Specialties Incorporated,Tier 2b,0,Reseller
558564,Florida East Coast Railway,Tier 5,0,Reseller
558568,Fedco,Tier 5,0,Reseller
558580,Interim Technologies,Tier 5,0,Reseller
558616,ZDNet,Tier 5,0,Reseller
558624,Anderson Development Company,Tier 3b,0,Reseller
558639,Iprint Incorporated,Tier 5,0,Reseller
558641,Mercata Incorporated,Tier 5,0,Reseller
558642,Lechters,Tier 5,0,Reseller
558643,North East Lincolnshire Council,Tier 5,0,
558656,Security Link From Ameritech,Tier 2c,0,Reseller
558669,Topica Incorporated,Tier 5,0,Reseller
558805,Dexter Corporation,Tier 2b,0,Reseller
558830,Essilor of America,Tier 2b,0,Reseller
558832,Exel Logistics,Tier 2a,0,Reseller
558864,Carl S Akey Incorporated,Tier 5,0,Reseller
558865,Castrol Industrial North America Incorporated,Tier 2b,0,Reseller
558875,Citicorp Data Systems Incorporated,Tier 1,0,Reseller
558877,VWD Vereinigte Wirtschaftsdienste GmbH,Tier 5,0,
558892,Dom Inwestycyjny Bre Sa,Tier 3d,0,Reseller
558898,Occidental Petroleum Services Incorporated,Tier 2b,0,Reseller
558911,National General Insurance Company,Tier 4,0,Reseller
558923,Sykes Europe Ltd,Tier 1,0,Reseller
558925,Duro Industries,Tier 5,0,Reseller
558929,EPSM,Tier 5,0,Reseller
558931,CENTRE HOSPITALIER DE CHERBOURG,Tier 5,0,Reseller
558979,Sinorg DRH,Tier 5,0,Reseller
558987,Benefit Consultants Incorporated,Tier 2b,0,Reseller
558988,BHA Group Incorporated,Tier 2b,0,Reseller
558989,BIC Graphic USA,Tier 5,0,
558990,Board of Pensions ELCA,Tier 5,0,Reseller
559000,Brookstone Incorporated,Tier 5,0,Reseller
559003,Bull HN Information Systems Incorporated,GOSI,0,Reseller
559016,Lex Vehicle Leasing Ltd,Tier 5,0,Reseller
559036,Guardian Capital Group,Tier 5,0,Reseller
559042,GEC Marconi Hazeltine,Tier 4,0,Reseller
559048,Lockheed Martin Financial Services,Tier 3a,0,Reseller
559067,Spijker Kwasten BV,Tier 5,0,Reseller
559069,MN Services,Tier 5,0,Reseller
559077,Ventura County Star,Tier 4,0,Reseller
559101,Lockheed Martin Utility Services Incorporated,Tier 3a,0,Reseller
559109,Ardent Software Incorporated,Tier 5,0,Reseller
559116,Tyco Submarine Systems Ltd,Tier 2b,0,Reseller
559117,Metamor Worldwide Incorporated,Tier 5,0,Reseller
559120,General Electric Financial Assurance,Tier 2b,0,Reseller
559125,American Tours International Incorporated,Tier 5,0,Reseller
559126,Hencie Consulting Services,Tier 5,0,Reseller
559159,Modis Professional Services Incorporated,Tier 2b,0,Reseller
559161,NovaQuest/Webvision Incorporated,Tier 5,0,Reseller
559164,Fair Forsikring A/S,Tier 5,0,Reseller
559166,Natural Science & Engineering Research Council of Canada,Tier 5,0,Reseller
559173,Clarks Companies of NA,Tier 5,0,Reseller
559181,Johnson & Johnson Medical Products,Tier 3b,0,Reseller
559187,Hong Kong Bank of Canada,Tier 5,0,Reseller
559188,DG Bank Schweiz AG,Tier 2b,0,Reseller
559189,Group 4 Total Security Ltd,Tier 3b,0,Reseller
559199,NetinTouch Corporation,Tier 5,0,Reseller
559204,Brother International Europe Ltd,Tier 3b,0,
559227,Ballerup Kommune,Tier 5,0,Reseller
559228,Trafikministeriet Departementet,Tier 5,0,Reseller
559229,FIH Realkredit A/S,Tier 5,0,Reseller
559232,Neighborhood Health Partnership,Tier 2b,0,Reseller
559240,Genuity Incorporated,Tier 2c,0,Reseller
559254,Phillips Pipe Line Company,Tier 2b,0,Reseller
559271,Segue Software Incorporated,Tier 5,0,Reseller
559289,Com-Tech,Tier 3a,0,Reseller
559298,Delmonte Fresh Produce NA Incorporated,Tier 5,0,Reseller
559318,Ericsson Business Consulting NL BCN,Tier 2c,0,Reseller
559322,Ejada,Tier 5,0,Reseller
559333,Clarent Corporation,Tier 5,0,Reseller
559338,Newcourt Services,Tier 5,0,Reseller
559343,SkyLynx Communications Incorporated,Tier 5,0,Reseller
559349,Neue OsnabrÃƒÆ’Ã‚Â¼cker Zeitung GmbH & Co. KG,Tier 5,0,Reseller
559353,Prime Business Solutions Incorporated,Tier 5,0,Reseller
559363,GIE GROUPE AIPAL,Tier 5,0,Reseller
559390,Pavonis,Tier 5,0,Reseller
559392,Confectionary Tobacco Nederland B.V.,Tier 3b,0,Reseller
559412,Three Rivers District Council,Tier 5,0,Reseller
559415,Telia AB Telia NÃƒÆ’Ã‚Â¤ttjÃƒÆ’Ã‚Â¤nster,Tier 2c,0,Reseller
559416,Telia AB Telia NÃƒÆ’Ã‚Â¤ttjÃƒÆ’Ã‚Â¤nster,Tier 2c,0,Reseller
559425,WorldRes Incorporated,Tier 5,0,Reseller
559427,Netcast B.V.,Tier 5,0,Reseller
559430,Elan Corporation PLC,Tier 3b,0,Reseller
559433,Burton Snowboards,Tier 5,0,Reseller
559441,Derriford Hospital,Tier 2a,0,Reseller
559459,GE Corporate,Tier 2b,0,Reseller
559463,RIT Systems Incorporated,Tier 5,0,Reseller
559479,Reciprocal Incorporated,Tier 5,0,Reseller
559488,Dundee Realty Corporation,Tier 5,0,Reseller
559498,Motorola University,Tier 3c,0,Reseller
559528,Hoechst Schering AgrEvo GmbH,Tier 2b,0,Reseller
559529,LCI,Tier 5,0,Reseller
559530,L.M. Ericsson A/S,Tier 2c,0,Reseller
559532,Allenbrook Incorporated,Tier 5,0,Reseller
559546,TELEFONICA SERVICIOS Y CONTENIDOS EN RED (TELELINE),Tier 2c,0,Reseller
559547,Golden Wonder Ltd,Tier 5,0,Reseller
559562,SLVQ Incorporated,Tier 2a,0,Reseller
559573,Mairie D'Angers,Tier 5,0,Reseller
559574,Cougnaud S.A.,Tier 2b,0,Reseller
559576,Cognicase Ottawa Incorporated,GOSI,0,Reseller
559584,Tilcon Ltd t/a Tilcon South Ltd,Tier 5,0,Reseller
559587,COCA COLA GREATER EUROPE,Tier 2b,0,Reseller
559588,COCA COLA GREATER EUROPE,Tier 3b,0,Reseller
559590,Hungarian Tax Office,Tier 3d,0,Reseller
559593,Book Club Associates,Tier 3b,0,Reseller
559594,HARMONIE MUTUALITE,Tier 5,0,Reseller
559600,Shore Memorial Hospital,Tier 5,0,Reseller
559601,Techies.Com,Tier 5,0,Reseller
559603,The Antioch Company,Tier 5,0,Reseller
559607,Lubelski Bank Regionalny Spolka Akcyjna,Tier 3d,0,Reseller
559608,Targus Group International,Tier 5,0,Reseller
559611,GE Insurance Services,Tier 3b,0,
559614,Panasonic Italia S.p.A.,Tier 3a,0,Reseller
559615,Dell Computer Ireland,GOSI,0,Reseller
559647,3i - Industria Italiana Informatica S.p.A.,Tier 5,0,Reseller
559649,SHL Systemhouse-Govt of Nova Scotia,GOSI,0,Reseller
559656,Omnicom,Tier 5,0,Reseller
559658,Iscor Mining,Tier 3b,0,Reseller
559663,Clarus Corporation,Tier 5,0,Reseller
559667,Lexicon Genetics Incorporated,Tier 5,0,Reseller
559673,University of Northumbria,Tier 5,0,
559692,ABN AMRO Asia Futures Limited,Tier 2b,0,Reseller
559701,ERF Ltd,Tier 1,0,Reseller
559702,Tyco Valves & Controls,Tier 2b,0,Reseller
559717,Firestone Agricultural Tire Company,Tier 3b,0,Reseller
559719,Koch-Glitsch Incorporated,Tier 5,0,Reseller
559725,BindView Development Corporation,Tier 4,0,Reseller
559738,SUN MICROSYSTEMS,Tier 1,0,Reseller
559739,AFC Enterprises Incorporated,Tier 5,0,Reseller
559740,AFC Enterprises Incorporated,Tier 5,0,Reseller
559762,Seabury & Smith Association Services,Tier 2b,0,Reseller
559763,Scintilla Systems Ltd,Tier 5,0,Reseller
559768,Puolustusvoimat / PÃƒÆ’Ã‚Â¤ÃƒÆ’Ã‚Â¤esikunta,Tier 3a,0,Reseller
559770,Puolustusvoimat / PÃƒÆ’Ã‚Â¤ÃƒÆ’Ã‚Â¤esikunta,Tier 3a,0,Reseller
559773,C.N.A.V.T.S.,Tier 5,0,
559777,ALCATEL CABLE,Tier 2c,0,Reseller
559779,EMAT/DCTEI/ESID1,Tier 2b,0,Reseller
559781,Motorola General Systems Sector Cellular Infrastructure Group,Tier 2c,0,Reseller
559793,SHL Systemhouse Calgary,GOSI,0,Reseller
559798,NorthPoint Communications,Tier 2c,0,Reseller
559802,SCHLUMBERGER OMNES SA,Tier 3b,0,Reseller
559860,Esso Inter-America Incorporated,Tier 2b,0,Reseller
559861,Tecnosistemi S.p.A. -  TLC Engineering & Services,Tier 5,0,Reseller
559871,HOLDERCIM SERVICES,Tier 5,0,Reseller
559874,EUMETSAT/METEO FRANCE,Tier 5,0,Reseller
559877,Institut Dr. Viollier,Tier 5,0,Reseller
529172,SG2- SERVICES A VALEUR AJOUTEE,Tier 5,0,Reseller
529177,SGBCI,Tier 5,0,Reseller
529185,Electronic Press,Tier 5,0,Reseller
529199,WM-Data Ellips AB,GOSI,0,Reseller
529205,Elmu Rt,Tier 3d,0,Reseller
529207,SGN,Tier 2b,0,Reseller
529215,CAPITA Business Services Ltd,Tier 1,1,Reseller
529238,SHL Systemhouse Greyhound,GOSI,0,Reseller
529239,Empire Stores Ltd,Tier 2b,0,Reseller
529243,Employment Service,Tier 2b,0,Reseller
529245,Employment Service,Tier 2b,0,Reseller
529250,Grupo Endesa,Tier 1,0,Reseller
529255,ICI plc,Tier 3b,0,Reseller
529267,Energie-Versorgung Schwaben AG,Tier 5,0,Reseller
529274,Enhance Systems Incorporated,Tier 5,0,Reseller
529282,Enron Gas Marketing Incorporated,Tier 5,0,Reseller
529301,Equifax Services Limited,Tier 3b,0,Reseller
529309,Equitable Life Assurance Society Ltd,Tier 2b,0,Reseller
529315,Erdgas Verkaufs GmbH,Tier 5,0,Reseller
529317,Eregli Demir Ve Celik,Tier 3d,0,Reseller
529319,Erhvervssprogligt Forbund,Tier 5,0,Reseller
529320,CCMX,Tier 5,0,Reseller
529322,Ericsson Telecom AB,Tier 2c,0,Reseller
529323,Coca Cola & Schweppes Beverages Ltd,Tier 3b,0,Reseller
529330,Eridania S.p.A.,Tier 5,0,Reseller
529331,CE.S.CON.  S.c.a.r.l.,Tier 2b,0,
529336,Erisoft AB,Tier 2c,0,Reseller
529337,Centro Factoring S.p.A.,Tier 5,0,Reseller
529354,Datakom Gesellschaft fuer Datenverarbeitung und Kommunikation mbH,Tier 5,0,Reseller
529362,Datamind Services AG,Tier 5,0,Reseller
529364,Datasure Ltd,GOSI,0,Reseller
529366,Esso AG,Tier 2b,0,Reseller
529390,Etna Zagreb,Tier 3d,0,Reseller
529394,Euro Cormar S.p.A.,Tier 5,0,Reseller
529405,Datavia,Tier 3d,0,Reseller
529418,Europe Info System,Tier 5,0,Reseller
529430,European Passenger Service,Tier 5,0,Reseller
529435,Ferrocarriles Vascos S.A.,Tier 2b,0,Reseller
529437,Evangelisches Landeskirchenamt,Tier 5,0,Reseller
529447,Exportex S.p.A.,Tier 5,0,Reseller
529458,Externa Informationstechnik,Tier 5,0,Reseller
529459,F. Hoffmann-La Roche Ltd,Tier 2b,0,Reseller
529461,De Ruysscher Papiers,Tier 5,0,Reseller
529464,DE VADERLANDSCHE VERZEKERINGEN,Tier 2b,0,Reseller
529485,SHL Systemhouse Limited,GOSI,0,Reseller
529497,SIC ROM. S.p.A.,Tier 5,0,Reseller
529499,S.I.CRA.CE.IT. S.r.l.,Tier 5,0,Reseller
529502,SIM,Tier 5,0,Reseller
529504,Sio S.r.l.,Tier 5,0,Reseller
529508,CE.S.I. Centro Siciliano d'Informatica S.r.l.,Tier 5,0,Reseller
529515,CFM Group Ltd,GOSI,0,Reseller
529520,CFM Group Ltd,GOSI,0,Reseller
529521,CFM Group Ltd,GOSI,0,Reseller
529522,CFM Group Ltd,GOSI,0,Reseller
529562,IMPACT,Tier 5,0,Reseller
529564,IMS AG,Tier 3a,0,Reseller
529565,IMS AG,Tier 2b,0,Reseller
529566,IMS UK & Ireland Ltd,Tier 2b,0,
529567,IN.CRA. Informatica Casse Rurali ed Artigiane S.r.l.,Tier 5,0,Reseller
529569,IN.TE.S.A. S.p.A.,Tier 5,0,Reseller
529598,IP France,Tier 3b,0,Reseller
529599,IP France,Tier 3b,0,Reseller
529602,IRM International Reinsurance Management AG,Tier 5,0,Reseller
529603,ISA Corporation,Tier 5,0,Reseller
529615,IT Southern Ltd,Tier 1,0,Reseller
529651,AGP,Tier 5,0,Reseller
529656,AGT Directory Limited,Tier 5,0,Reseller
529657,Applied International Informatics AG,Tier 2a,0,Reseller
529662,AIF Services,Tier 5,0,Reseller
529666,ALIA,Tier 5,0,Reseller
529671,AMP Svenska AB,Tier 2b,0,Reseller
529680,ANEP,Tier 5,0,Reseller
